,ID,Source,date,art_type,authors,title,keywords,abstract,affiliations,publisher,doi,citations,Citations per year,Include,ML/DL techniques,Country,Spatial,Index analysed,Output produced,Variables,source,Spatial resolution,Time resolution,Comments,Accuracy,Feature selection,FS Comments,Optimization,Optimization comments,Transformation,Transformation comments,Decomposition,Decomposition comments,Outlier removal,OR comments,Gap fill,GF comments
11,2-s2.0-85115002770,Scopus,2022,Article,"Oliveira A., Lopes A., Niza S., Soares A.",An urban energy balance-guided machine learning approach for synthetic nocturnal surface Urban Heat Island prediction: A heatwave event in Naples,Heatwave; Land surface temperature; Local climate zones; Multisensor data fusion; Random forest; Satellite thermal imagery; Urban climate adaptation; Urban Heat Island,"Southern European functional urban areas (FUAs) are increasingly subject to heatwave (HW) events, calling for anticipated climate adaptation measures. In the urban context, such adaptation strategies require a thorough understanding of the built-up response to the incoming solar radiation, i.e., the urban energy balance cycle and its implications for the Urban Heat Island (UHI) effect. Despite readily available, diurnal Land Surface Temperature (LST) data does not provide a meaningful picture of the UHI, in these midlatitudes FUAs. On the contrary, the mid-morning satellite overpass is characterized by the absence of a significant surface UHI (SUHI) signal, corresponding to the period of the day when the urban-rural air temperature difference is typically negative. Conversely, nocturnal high-resolution LST data is rarely available. In this study, an energy balance-based machine learning approach is explored, considering the Local Climate Zones (LCZ), to describe the daily cycle of the heat flux components and predict the nocturnal SUHI, during an HW event. While the urban and rural spatial outlines are not visible in the diurnal thermal image, they become apparent in the latent and storage heat flux maps â built-up infrastructures uptake heat during the day which is released back into the atmosphere, during the night, whereas vegetation land surfaces loose diurnal heat through evapotranspiration. For the LST prediction model, a random forest (RF) approach is implemented. RF results show that the model accurately predicts the LST, ensuring mean square errors inferior to 0.1 K. Both the latent and storage heat flux components, together with LCZ classification, are the most important explanatory variables for the nocturnal LST prediction, supporting the adoption of the energy balance approach. In future research, other locations and time-series data shall be trained and tested, providing an efficient local urban climate monitoring tool, where in-situ air temperature observations are not available. Â© 2021 Elsevier B.V.","IN+ Center for Innovation, Technology and Policy Research, Instituto Superior TÃ©cnico, Universidade de Lisboa, Portugal; Centro de Estudos GeogrÃ¡ficos, IGOT - Instituto de Geografia e Ordenamento do TerritÃ³rio, Universidade de Lisboa, Portugal; CERENA, Instituto Superior TÃ©cnico, Universidade de Lisboa, Portugal",Science of the Total Environment,10.1016/j.scitotenv.2021.150130,18,9,Yes,RFR,Portugal,Yes,UHI,synthetic nocturnal surface Urban Heat Island prediction,"Air temperature
 Air temperature
 Satellite imagery to derive heat fluxes
 DEM
 LULC
 Average number of building floors","Integrated Surface Database â Global Hourly observations (ISD/GH), available at the National Centers for Environmental Information of the National Oceanic and Atmospheric Administration (NOAA) 
 Naples Naval Air Station 
 Landsat 8
 ASTER
 derived from Urban Atlas, Corine LC, Imperviousness Degree, Tree Cover Density from European Environment Agency
 Italian General Population and Housing Censuses","Point
 Point
 depends on band
 30 m","-
 hourly
 -
 -",They use the urban energy balance calculation,,Yes,Pearson's correlation,,,,,,,,,,
12,WOS:001114288300001,WoS,2023,Article,"Choudhury, Upasana; Singh, Suraj Kumar; Kumar, Anand; Meraj, Gowhar; Kumar, Pankaj; Kanga, Shruti","Assessing Land Use/Land Cover Changes and Urban Heat Island Intensification: A Case Study of Kamrup Metropolitan District, Northeast India (2000-2032)",cellular automata-artificial neural network; LST; LULC; NDVI; NDBI; maximum likelihood algorithm,"Amid global concerns regarding climate change and urbanization, understanding the interplay between land use/land cover (LULC) changes, the urban heat island (UHI) effect, and land surface temperatures (LST) is paramount. This study provides an in-depth exploration of these relationships in the context of the Kamrup Metropolitan District, Northeast India, over a period of 22 years (2000-2022) and forecasts the potential implications up to 2032. Employing a high-accuracy supervised machine learning algorithm for LULC analysis, significant transformations are revealed, including the considerable growth in urban built-up areas and the corresponding decline in cultivated land. Concurrently, a progressive rise in LST is observed, underlining the escalating UHI effect. This association is further substantiated through correlation studies involving the normalized difference built-up index (NDBI) and the normalized difference vegetation index (NDVI). The study further leverages the cellular automata-artificial neural network (CA-ANN) model to project the potential scenario in 2032, indicating a predicted intensification in LST, especially in regions undergoing rapid urban expansion. The findings underscore the environmental implications of unchecked urban growth, such as rising temperatures and the intensification of UHI effects. Consequently, this research stresses the critical need for sustainable land management and urban planning strategies, as well as proactive measures to mitigate adverse environmental changes. The results serve as a vital resource for policymakers, urban planners, and environmental scientists working towards harmonizing urban growth with environmental sustainability in the face of escalating global climate change.","[Choudhury, Upasana; Kumar, Anand] Suresh Gyan Vihar Univ, Ctr Climate Change & Water Res, Jaipur 302017, India; [Singh, Suraj Kumar] Suresh Gyan Vihar Univ, Ctr Sustainable Dev, Jaipur 302017, India; [Meraj, Gowhar] Univ Tokyo, Grad Sch Agr & Life Sci, Tokyo 1138654, Japan; [Kumar, Pankaj] Inst Global Environm Strategies, Hayama 2400115, Japan; [Kanga, Shruti] Cent Univ Punjab, Sch Environm & Earth Sci, Dept Geog, Bathinda 151401, Punjab, India",EARTH,10.3390/earth4030026,6,6,Yes,ANN,"India,Japan",Yes,UHI,UHI forecast,"LULC
LST
NDVI
Proportion Vegetation
Surface emissivity",Landsat 8/Landsat 5 (all),30m,3 images,"Used LULC and LST. The LST is forecasted and the correspondent UHI is derived.
There is no validation of the forecast, only wrt a MOLUSCE plugin forecast which shouldn't be considered as ground truth.",Kappa,No,,Yes,Cellular automata,,,,,,,,
13,WOS:000559113500001,WoS,2020,Article,"Alonso, Lucille; Renard, Florent",A New Approach for Understanding Urban Microclimate by Integrating Complementary Predictors at Different Scales in Regression and Machine Learning Models,air temperature; surface temperature; LiDAR; multiple linear regression; Landsat 8; urban heat island,"Climate change is a major contemporary phenomenon with multiple consequences. In urban areas, it exacerbates the urban heat island phenomenon. It impacts the health of the inhabitants and the sensation of thermal discomfort felt in urban areas. Thus, it is necessary to estimate as well as possible the air temperature at any point of a territory, in particular in view of the ongoing rationalization of the network of fixed meteorological stations of Meteo-France. Understanding the air temperature is increasingly in demand to input quantitative models related to a wide range of fields, such as hydrology, ecology, or climate change studies. This study thus proposes to model air temperature, measured during four mobile campaigns carried out during the summer months, between 2016 and 2019, in Lyon (France), in clear sky weather, using regression models based on 33 explanatory variables from traditionally used data, data from remote sensing by LiDAR (Light Detection and Ranging), or Landsat 8 satellite acquisition. Three types of statistical regression were experimented: partial least square regression, multiple linear regression, and a machine learning method, the random forest regression. For example, for the day of 30 August 2016, multiple linear regression explained 89% of the variance for the study days, with a root mean square error (RMSE) of only 0.23 degrees C. Variables such as surface temperature, Normalized Difference Vegetation Index (NDVI), and Modified Normalized Difference Water Index (MNDWI) have a strong impact on the estimation model. This study contributes to the emergence of urban cooling systems. The solutions available vary. For example, they may include increasing the proportion of vegetation on the ground, facades, or roofs, increasing the number of basins and water bodies to promote urban cooling, choosing water-retaining materials, humidifying the pavement, increasing the number of public fountains and foggers, or creating shade with stretched canvas.","[Alonso, Lucille; Renard, Florent] Univ Jean Moulin Lyon 3, UMR CNRS 5600 Environm City & Soc, Dept Geog & Spatial Planning, F-69007 Lyon, France",REMOTE SENSING,10.3390/rs12152434,17,5,Yes,"RFR,LR",France,No,,,,,,,,,,,,,,,,,,,,
14,2-s2.0-85132744810,Scopus,2022,Article,"Chen G., Shi Y., Wang R., Ren C., Ng E., Fang X., Ren Z.",Integrating weather observations and local-climate-zone-based landscape patterns for regional hourly air temperature mapping using machine learning,High spatial resolution; Hourly air temperature mapping; Local climate zone; Machine learning,"Air temperature is a crucial variable of urban meteorology and is essential to many urban environments, urban climate and climate-change-related studies. However, due to the limited observational records of air temperature and the complex urban morphology and environment, it might not be easy to map the hourly air temperature with a fine resolution at the surface level within and around cities via conventional methods. Thus, this study employed machine learning (ML) algorithms and meteorological and landscape data to develop hourly air temperature mapping techniques and methods at the 1-km resolution over a multi-year warm seasons period. Guangdong Province, China was selected for the case study. Random forest algorithm was employed for the hourly air temperature mapping. The validation results showed that the hourly air temperature maps exhibit good accuracy from 2008 to 2019, with mean R2, root mean square error (RMSE) and mean absolute error (MAE) values of 0.8001, 1.4821 Â°C and 1.0872 Â°C, respectively. The importance assessment of the driving factors showed that meteorological factors, especially relative humidity, contributed the most to the air temperature mapping. Simultaneously, landscape factors also played a non-negligible role. Further analysis revealed that the maps steadily maintained high accuracy at nighttime (20:00â7:00), which is essential for investigating nighttime urban climate conditions, especially the urban heat island effect. Moreover, a correlation existed between the nighttime air temperature changes and urban morphology represented by the local climate zones. Air temperatures tended to fall more slowly in the core of metropolitan areas than in the urban fringe. Using ML, this study reliably improves the spatial refinement of hourly air temperature mapping and reveals the spatially explicit air temperature patterns in and around cities at different times in a day during the warm seasons. Moreover, it provides a novel valuable and reliable dataset for air-temperature-related implementation and studies. Â© 2022","Institute of Future Cities (IOFC), The Chinese University of Hong Kong, Hong Kong; Department of Geography & Planning, University of Liverpool, Liverpool, United Kingdom; Nankai University, China; Division of Landscape Architecture, Department of Architecture, Faculty of Architecture, The University of Hong Kong, Hong Kong; School of Architecture, The Chinese University of Hong Kong, Hong Kong; Chinese Academy of Meteorological Sciences, China; National Meteorological Information Center, China",Science of the Total Environment,10.1016/j.scitotenv.2022.156737,10,5,Yes,RFR,"Hong Kong,United Kingdom,China",Yes,Air temperature and local climate zones,hourly air temperature mapping,"Meteorological data (relative humidity (RHU), precipitation (PRE), barometric pressure (PRS) and wind speed (VV2))
 Local Climate Zones (LCZ), 21 categories using GEE.
 Elevation, for LCZ production","China Meteorological Administration
 Produced. Using Landsat 8, 5, sentinel 1, 2, VIIRS, DMSP OLS.
 GMTED2010",point,hourly,,"TEMPERATURE: mean R2, root mean square error (RMSE) and mean absolute error (MAE) values of 0.8001, 1.4821 Â°C and 1.0872 Â°C.
 LCZ: Overall accuracy of the LCZ maps reached 61.64 % and that of the Kappa coefficient reached 0.594",,,,,,,,,,,,
15,2-s2.0-85160656534,Scopus,2023,Article,Boccalatte A.; Fossa M.; Thebault M.; Ramousse J.; Ménézo C.,Mapping the urban heat Island at the territory scale: An unsupervised learning approach for urban planning applied to the Canton of Geneva,GIS-data; Local climate zones; Urban clustering; Urban heat island; Urban microclimate,"This study presents a fully reproducible clustering-based methodology for the assessment of the urban heat island intensity (UHII) at the territory scale, using parametric microclimate models and limited computational resources. In large-scale climate modeling, a common preliminary operation is to utilize the well-established Local Climate Zone classification to characterize the thermal response of urban areas based on morphology. With the increasing availability of urban datasets, data-driven approaches can be implemented to quantitatively derive meaningful urban features without relying on a standardized classification. The proposed methodology employs a Gaussian Mixture Model clustering algorithm to partition the urban territory into a suitable number of homogeneous microclimate zones, enabling the calculation and mapping of the UHII for each zone through the Urban Weather Generator (UWG) tool. The developed approach is applied to the Canton of Geneva, Switzerland, identifying ten microclimatic areas and analyzing the spatiotemporal variation of UHII. Results show yearly average values of UHII ranging from 1.7 °C to 2.2 °C, depending on urban morphology. The simulated values are partially validated by comparison with on-site measurements from two urban weather stations, yielding a satisfactory agreement. The methodology can support urban planning with the goal of avoid overheating through a large-scale mapping. © 2023","LOCIE, Université Savoie Mont Blanc, CNRS, UMR5271, Le Bourget du Lac, F-73376, France; DIME - Department of Mechanical, Energy, Management and Transportation Engineering, University of Genova, Italy",Sustainable Cities and Society,10.1016/j.scs.2023.104677,5,5,Yes,GMM,"France,Italy",Yes,UHII,UHII model simulation,"Average building height
Urban area building plan density: ratio between built and un-built area
Vertical to horizontal ratio: ratio between façade area and plan area of the site
Vegetation
Grass coverage: fraction of the urban ground covered in grass/shrubs
Tree coverage: fraction of the urban ground covered in trees
Human activity levels
Non-building sensible heat at street level: heat from cars, pedestrians, street cooking, etc.
Building characteristics
Thermal resistance of walls
Thermal resistance of roof
Thermal transmittance of windows
Building infiltration rate",,,,The study is focused on clustering the city wrt its characteristics and then compute the UHII in the clusters. The temperature is the output of a model simulation and partially validated with in-situ data., ,,,,,,,,,,,,
16,2-s2.0-85104999107,Scopus,2021,Article,"Lai J., Zhan W., Quan J., Bechtel B., Wang K., Zhou J., Huang F., Chakraborty T., Liu Z., Lee X.",Statistical estimation of next-day nighttime surface urban heat islands,Land surface temperature; MODIS; Support vector regression; Surface urban heat island; Thermal remote sensing,"Estimating future temporal patterns of Surface Urban Heat Islands (SUHIs) on multiple time scales is an ongoing research endeavor. Among these time scales, estimation of next-day SUHIs is of special significance to urban residents, yet we currently lack a simple but efficient approach for making such estimations. In the present study, we propose a statistical strategy for estimating next-day nighttime SUHIs, based on incorporating various SUHI controls into a support vector machine regression (SVR) model. The majority of both the surface controls (including factors related to land cover and solar radiation) and meteorological controls (including temperature fluctuations, relative humidity, accumulated precipitation, wind speed, aerosol optical depth, and soil moisture) that have previously been found to account for daily SUHI variations were used as estimators, and we provide estimations for both the overall SUHI intensity (SUHII) and pixel-by-pixel Gaussian-based LSTs over 59 Chinese megacities. For the overall SUHII, the mean absolute error (MAE) is 0.67 K on average, and the mean absolute percentage error (MAPE) is no more than 25% for more than 90% of the cities. For the pixel-by-pixel LSTs, the associated MAE is less than 2.0 K in most scenarios. In addition, the contribution from each selected estimator to SUHII estimation is assessed comprehensively. Among all the estimators, the contribution from relative humidity is the greatest, followed by rural surface temperature and surface air temperature. Moreover, for nearly 78% of the cities, the estimators related to day-to-day SUHI variations make a larger contribution than those related to intra-annual SUHI variations. We conclude that our simple yet effective statistical approach for estimating next-day SUHIs can potentially help urban residents to better adapt to urban heat stress. Â© 2021 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS)","Jiangsu Provincial Key Laboratory of Geographic Information Science and Technology, International Institute for Earth System Science, Nanjing University, Nanjing, Jiangsu 210046, China; Jiangsu Center for Collaborative Innovation in Geographical Information Resource Development and Application, Nanjing, 210023, China; State Key Laboratory of Resources and Environmental Information System, Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences, Beijing, 100101, China; Department of Geography, Ruhr-University Bochum, Bochum, 44801, Germany; State Key Laboratory of Earth Surface Processes and Resource Ecology, College of Global Change and Earth System Science, Beijing Normal University, Beijing, 100875, China; School of Resources and Environment, University of Electronic Science and Technology of China, Chengdu, 611731, China; School of Forestry and Environmental Studies, Yale University, New Haven, CT 06511, United States",ISPRS Journal of Photogrammetry and Remote Sensing,10.1016/j.isprsjprs.2021.04.009,12,4,Yes,SVR,"China,Germany,United States",No,UHI,estimation of next-day nighttime surface urban heat islands,"LST, NDVI, AOD, albedo
 LST
 Surface air temperature, relative humidity, wind speed, accumulated precipitation","MODIS
 Terra and Acqua
 China Meteorological Administration",,,"We used the frequently used Gaussian model proposed by Streutker (2002) to facilitate characterization of the SUHIs, given (1) its recognized efficiency and stability for simulating both the intensity and overall feature of the nighttime SUHIs (Anniballe and Bonafoni, 2015, Quan et al., 2014, Tran et al., 2006, Zhou et al., 2011), and (2) its relatively low susceptibility to data gaps induced by clouds.","mean MAE of 0.67 K across the chosen cities, and the R2 between the estimated and observed SUHIIs is 0.60.",Yes,Permutation of estimators in the SVR and selecting based on MAE improvement,Yes,"Hyper-parameter C and kernel parameter Î³ of the RBF kernel are critical for the model performance (Hsu et al., 2010, Vapnik, 1995). We used the grid search technique and ten-fold cross-validation strategies to determine the best values of these two parameters among various possible combinations of them to avoid overfitting",Yes,Normalization,,,,,,
17,2-s2.0-85131430276,Scopus,2022,Article,"Jato-Espino D., Manchado C., RoldÃ¡n-Valcarce A., MoscardÃ³ V.",ArcUHI: A GIS add-in for automated modelling of the Urban Heat Island effect through machine learning,Geographic information system (GIS); Machine learning; Surface Urban Heat Island (SUHI); Urban Heat Island effect; Urban planning,"Increased urbanisation is boosting the intensity and frequency of the Urban Heat Island (UHI) effect in highly developed cities. The advances in satellite measurement are facilitating the analysis of this phenomenon using Land Surface Temperature (LST) as an indicator of the Surface UHI (SUHI). Due to the spatial implications of using remote sensing data, this research developed ArcUHI, a Geographic Information System (GIS) add-in for modelling SUHI. The tool was designed in ArcGIS, which was bound with R to run machine learning algorithms in the background. ArcUHI was tested using the metropolitan area of Madrid (Spain) in 2006, 2012 and 2018 as a case study. The add-in was found to predict observed LST with high accuracy, especially when using Random Forest Regression (RFR). Building height and albedo were identified as the main drivers of SUHI, whose magnitude and extension increased with time. In view of these results, strategic roof and wall greening was suggested as a measure to mitigate the street canyon effect entailed by buildings and offset the heat retention capacity of built-up surfaces. Â© 2022 Elsevier B.V.","GREENIUS Research Group, Universidad Internacional de Valencia â VIU, Calle Pintor Sorolla 21Valencia 46002, Spain; EGICAD Research Group, Universidad de Cantabria, Av. de los Castros 46, Santander, 39005, Spain; GITECO Research Group, Universidad de Cantabria, Av. de los Castros 44, Santander, 39005, Spain",Urban Climate,10.1016/j.uclim.2022.101203,7,4,Yes,"SVR,RFR,LR",Spain,No,UHI (from Land Surface Temperature 500m),ArcGIS plugin to analyse UHI,"DTM
 Buildings
 Albedo
 Land cover","Spanish National Geographic Institute
 The Spanish Cadastral Electronic Site
 ROVA-V (1998â2014) and SPOT sensors (2014â2020) (European Union, Copernicus Land Monitoring Service, 2014).
 Urban Atlas.","2m/5m
 1:2000
 1km
 1:10000",,,"Algorithm Training Testing
 Empty Cell R2 RMSE (Â°C) R2 RMSE (Â°C)
 Multiple Linear Regression 0.58 2.14 0.56 2.30
 Support Vector Regression 0.76 1.79 0.73 1.90
 Random Forest Regression 0.92 1.14 0.90 1.22",Yes,"Correlation using Pearson, all variables prooved to be significant",Yes,"K-cross validation. which consists of splitting the observations into k folds or groups to estimate the performance of the models when making predictions on data not used for training (James et al., 2013). This was carried out using the R's trainControl function (Kuhn et al., 2021), which enables taking each group as a test subset and the remaining folds as the train subset systematically, such that the model is fitted with the latter and assessed on the former.",Yes,Data standardization: subtracting the mean and dividing by the standard deviation of the values for each variable.,,,,,,
18,2-s2.0-85126196699,Scopus,2022,Article,Flückiger B.; Kloog I.; Ragettli M.S.; Eeftens M.; Röösli M.; de Hoogh K.,Modelling daily air temperature at a fine spatial resolution dealing with challenging meteorological phenomena and topography in Switzerland,air temperature; MODIS; random forest; remote sensing; urban heat island,"Epidemiological studies investigating the relationship between air temperature or heat and health, still, by and large, rely on either information from the nearest weather station or on coarse gridded temperature predictions, thereby ignoring small-scale intra-urban variations. Recent methodological advances show promise in achieving high spatiotemporal temperature predictions, thus improving the characterization of spatial variations in temperature and decreasing bias in health studies. Here, we applied a two-stage approach using random forest to (a) impute missing moderate resolution imaging spectroradiometer (MODIS) land surface temperature at a 1 × 1 km resolution and (b) to use the gap-filled MODIS data to explain spatiotemporal variation in the measured ground-based air temperature data at a 100 × 100 m resolution across Switzerland using a range of predictor variables, including meteorological parameters, normalized difference vegetation index, impervious surface and altitude. Models presented here managed to capture temporal and spatial variations in air temperature in Switzerland from 2003 to 2018 at a fine spatial resolution of 100 × 100 m. Stage 1 models achieved an overall R2 of 0.98 and a root mean squared error (RMSE) of 1.49°C (independent validation), and the stage 2 model performed well for all years with R2 and RMSE ranging from 0.94 to 0.99 and 1.05 to 1.86°C, respectively. We were also able to capture the urban heat island effect and some typical weather phenomena caused by Switzerland's complex topography, like the foehn effect and inversion conditions. The resulting daily temperature surfaces for 2003–2018 will facilitate ongoing epidemiological research investigating the health effects of heat. © 2022 The Authors. International Journal of Climatology published by John Wiley & Sons Ltd on behalf of Royal Meteorological Society.","Department of Epidemiology and Public Health, Swiss Tropical and Public Health Institute, Basel, Switzerland; University of Basel, Basel, Switzerland; Department of Geography and Environmental Development, Ben-Gurion University of the Negev, Beer-Sheva, Israel",International Journal of Climatology,10.1002/joc.7597,8,4,Yes,RF,"Switzerland,Israel",Yes,Air temperature,High resolution air temperature *100mx100m(,"Daily near surface temperature
Surface temperature
NDVI
Elevation (+ aspect, slope, etc)
Solar radiation, day length, azimuth
Meteo data
Land use","Federal Office of Meteorology and Climatology (MeteoSwiss) 
MODIS
MODIS
Swisstopo
R package
ERA-interim
CORINE",,,,"mean 2003–2018: R2 = 0.98, RMSE = 1.21°C",Yes,Variable importance with RF,,,,,,,,,Yes,"Spatial gap filling of satellite data duw to cloud cover with estimates from other variables (air temp, solar radiation, etc.)"
19,2-s2.0-85150892188,Scopus,2023,Article,Lan T.; Peng J.; Liu Y.; Zhao Y.; Dong J.; Jiang S.; Cheng X.; Corcoran J.,The future of China's urban heat island effects: A machine learning based scenario analysis on climatic-socioeconomic policies,Artificial neural network; Risk assessment; Risk spatialization; Scenario-specific projection; Urban agglomeration; Urban heat island effects,"Risk assessment and adaptation have become key foci in the examination of urban heat island (UHI) effects. Land use change and population growth are known to impact UHI effects. Taking the Changsha-Zhuzhou-Xiangtan urban agglomeration in China as the study context, a rapid and simple method based on artificial neural networks was employed to spatially estimate UHI effects from 2040 to 2100. Considering carbon neutrality and pro-natalist policies, Representative Concentration Pathways (RCPs) and Shared Socioeconomic Pathways (SSPs) were integrated into combination scenarios: RCP2.6-SSP1, RCP4.5-SSP2, and RCP4.5-SSP3. The risk of UHI effects was assessed through UHI hazard and population exposure. Results showed that compared with 2020, heat islands would decrease by 30% - 34% in area but increase by 29% - 37% in mean intensity by 2100. The population impacted by UHIs would increase by >10 million under the third scenario. Areas at high risk of UHI effects are mainly located in the urban core, with the total value of risk across the study area by 2100 being about 2 - 4 times higher than that in 2020. Our findings provide a forward-looking perspective to identify overall risk and critical areas in relation to UHI effects in the future through which clearer climatic-socioeconomic targets can be empirically grounded to minimize damage to public health. © 2023 Elsevier B.V.","Laboratory for Earth Surface Processes, Ministry of Education, College of Urban and Environmental Sciences, Peking University, Beijing, 100871, China; State Key Laboratory of Earth Surface Processes and Resource Ecology, Faculty of Geographical Science, Beijing Normal University, Beijing, 100875, China; Key Laboratory for Environmental and Urban Sciences, School of Urban Planning & Design, Shenzhen Graduate School, Peking University, Shenzhen, 518055, China; Queensland Centre for Population Research, School of Earth and Environmental Sciences, The University of Queensland, Brisbane, 4072, QLD, Australia",Urban Climate,10.1016/j.uclim.2023.101463,4,4,Yes,ANN,"China,Australia",Yes,LST and UHII at 1km spatial resolution,LST simulation and UHII simulation,"LST
Land cover
Population
DEM","MODIS
GLC_FCS30
WorldPop
Resource and Environment Science and Data Center of China","1km
30m
30 arc-seconds
1km","avg summer temperature per year
(2015-2020-2040-2060-2080)
(2015-2020-2060-2080-2100)
-",Forecast of LST considering the simulations from land cover and population (from other studies).,"The overall R is 0.86 (i.e., R2 = 0.74), indicating that the ANN model can explain up to 74% of the variance in LST in 2020. The root mean square error (RMSE) is 1.10 °C. ",Yes,Pearson correlation,,,,,,,,,,
20,WOS:000916157600001,WoS,2023,Article,"Waleed, Mirza; Sajjad, Muhammad; Acheampong, Anthony Owusu; Alam, Md. Tauhidul","Towards Sustainable and Livable Cities: Leveraging Remote Sensing, Machine Learning, and Geo-Information Modelling to Explore and Predict Thermal Field Variance in Response to Urban Growth",LULC change; urban thermal field variance index; machine learning; geographic information systems; Google Earth Engine; Pakistan,"Urbanization-led changes in land use land cover (LULC), resulting in an increased impervious surface, significantly deteriorate urban meteorological conditions compromising long-term sustainability. In this context, we leverage machine learning, spatial modelling, and cloud computing to explore and predict the changing patterns in urban growth and associated thermal characteristics in Bahawalpur, Pakistan. Using multi-source earth observations (1990-2020), the urban thermal field variance index (UTFVI) is estimated to evaluate the urban heat island effect quantitatively. From 1990 to 2020, the urban area increased by similar to 90% at the expense of vegetation and barren land, which will further grow by 2050 (50%), as determined by the artificial neural network-based prediction. The land surface temperature in the summer and winter seasons has experienced an increase of 0.88 degrees C and similar to 5 degrees C, respectively. While there exists spatial heterogeneity in the UTFVI 1990-2020, the city is expected to experience a similar to 140% increase in areas with severe UTFVI in response to predicted LULC change by 2050. The study provides essential information on LULC change and UTFVI and puts forth useful insights to advance our understanding of the urban climate, which can progressively help in designing more livable and sustainable cities in the face of environmental changes.","[Waleed, Mirza; Sajjad, Muhammad] Hong Kong Baptist Univ, Dept Geog, Hong Kong, Peoples R China; [Sajjad, Muhammad] Hong Kong Baptist Univ, Ctr Geocomputat Studies, Hong Kong, Peoples R China; [Acheampong, Anthony Owusu] Univ Aberdeen, Kings Coll, Dept Geosci, Aberdeen AB24 3FX, Scotland; [Alam, Md. Tauhidul] Noakhali Sci & Technol Univ, Dept Agr, Noakhali 3814, Bangladesh",SUSTAINABILITY,10.3390/su15021416,4,4,Yes,ANN,"Peoples R China,Scotland,Bangladesh",Yes,"UTFVI, LST",LST and UTFVI in 2050,"Elevation
Slope
Distance to roads
Distance to settlements
",SRTM,,,"1. Land cover classification in GEE from Landsat imagery
2. Simulation of future LULC using FLUS (external)
3. Analyisis","Only simulation of LULC and LST was considered, no accuracy was mantioned for that ",,,,,,,,,,,,
21,2-s2.0-85118124225,Scopus,2021,Article,"GarzÃ³n J., Molina I., Velasco J., Calabia A.",A remote sensing approach for surface urban heat island modeling in a tropical colombian city using regression analysis and machine learning algorithms,Land Surface Temperature (LST); Machine Learning; Multiple Linear Regression (MLR); NaÃ¯ve Bayes; Principal Component Analysis (PCA); Surface Urban Heat Island (SUHI),"The Surface Urban Heat Islands (SUHI) phenomenon has adverse environmental consequences on human activities, biophysical and ecological systems. In this study, Land Surface Temperature (LST) from Landsat and Sentinel-2 satellites is used to investigate the contribution of potential factors that generate the SUHI phenomenon. We employ Principal Component Analysis (PCA) and Multiple Linear Regression (MLR) techniques to model the main temporal and spatial SUHI patterns of Cartago, Colombia, for the period 2001â2020. We test and evaluate the performance of three different emissivity models to retrieve LST. The fractional vegetation cover model using Sentinel-2 data provides the best results with R2 = 0.78, while the ASTER Global Emissivity Dataset v3 and the land surface emissivity model provide R2 = 0.27 and R2 = 0.26, respectively. Our SUHI model reveals that the factors with the highest impact are the Normalized Difference Water Index (NDWI) and the Normalized Difference Build-up Index (NDBI). Furthermore, we incorporate a weighted NaÃ¯ve Bayes Machine Learning (NBML) algorithm to identify areas prone to extreme temperatures that can be used to define and apply normative actions to mitigate the negative consequences of SUHI. Our NBML approach demonstrates the suitability of the new SUHI model with uncertainty within 95%, against the 88% given by the Support Vector Machine (SVM) approach. Â© 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Department of Surveying and Cartography Engineering, Universidad PolitÃ©cnica de Madrid, Madrid, 28031, Spain; Universidad del QuindÃ­o, Armenia, 630004, Colombia; School of Remote Sensing and Geomatics Engineering, Nanjing University of Information Science and Technology, Nanjing, 210044, China",Remote Sensing,10.3390/rs13214256,7,3,Yes,"SVM,NB","Spain,Colombia,China",Yes,UHI,Surface Urban Heat Island Modeling,Satellite imagery,"Landsat 5, 7, 8. Sentinel 2",,,,The best determination coefficient is given by Fcover with R2 = 0.78 and SD = 0.73 Â°C,Yes,Principal component analysis,,,,,,,Yes,3 sigma standard deviation from mean value,,
